"card","reports","age","income","share","expenditure","owner","selfemp","dependents","months","majorcards","active"
1,5,57.08333,4,3e-04,613.6425,1,0,0,37,1,7
0,0,24.91667,2.4,0.23063,0,0,0,1,42,1,0
1,0,23.75,1.5678,0.08877037,0,1,0,1,6,1,0
1,0,28.33333,6.6,0.007129848,38.71416,1,0,2,55,1,7
1,0,27.08333,3.25,0.008601538,22.4625,0,0,0,48,1,0
1,0,29.41667,1.9,0.04264756,145.3792,0,0,0,13,0,1
1,0,33.66667,2.74,0.01856679,42.31083,1,0,1,76,1,0
1,0,22.08333,2.8,0.05955571,68.54583,0,0,0,36,1,3
1,1,25.08333,3.12,0.06297679,146.8625,0,0,0,3,1,11
0,1,45.75,2.3,0.0003529412,54.64667,0,0,0,28,1,2
1,0,30.08333,5.5,0.01289636,4.583333,1,0,0,57,1,2
1,0,39.41667,4.7,0.0001846154,247.2992,1,0,4,12,1,10
1,6,39.33333,2.56,0.1502422,320.5167,0,0,0,11,1,7
1,1,26.75,3.5,0.067888,197.9233,0,0,3,5,0,9
1,0,39.5,3,0.02563117,68.87083,0,0,1,30,1,17
1,0,24.08333,3.48,0.01023563,148.26,0,0,0,14,1,5
1,0,57.75,2.938,6e-04,360.995,0,0,0,14,1,0
0,1,41.33333,2.475,0.0002702703,0,1,0,2,98,0,3
1,5,28.58333,2.8,0.3152637,146.8625,0,0,0,14,0,6
0,5,27.16667,2.5,0.00048,0,0,0,1,60,1,7
1,0,26.5,2.48,0.04865566,271.4675,1,0,0,12,1,0
1,0,34.33333,3.6,0.017262,130.0267,1,1,1,48,1,10
1,0,28.41667,2.25,0.04854384,105.095,1,0,4,27,1,6
1,0,23.58333,2.45,0.0006091371,58.99083,0,0,1,180,1,2
0,1,22.83333,2,0.0229845,0,0,0,0,18,1,11
0,1,25.83333,1.65,0.0003636364,0,0,0,0,48,0,3
1,0,83.5,5.905,0.005848564,123.8917,1,0,1,38,0,1
1,1,27.08333,10,0.01210897,78.54166,1,0,1,56,1,9
1,3,32.41667,3.805,0.0005825243,26,1,0,0,51,1,7
1,0,22,1.75,0.008123409,38.0625,0,1,0,2,0,0
1,0,28.08333,2.2,0.04216182,46.14167,0,0,2,7,1,16
0,3,41.58333,2.55,0.0002608696,303.6742,0,0,1,57,1,3
1,0,30.41667,4.15,0.1505325,520.3417,0,0,0,86,1,9
1,0,52.16667,5,0.0204978,74.72667,1,0,1,201,1,0
1,0,46.33333,3.05,0.003491803,107.7642,1,0,0,18,0,2
1,0,29.58333,1.9,0.004564103,6.5,0,0,0,19,1,6
1,0,35.75,5,0.1375309,474.065,1,0,0,10,1,18
1,0,27.25,2.8896,0.08017754,193.0675,0,0,0,12,1,0
1,3,25.41667,2.7,0.06417074,144.3842,1,0,0,51,1,25
1,0,24.83333,4,0.1706156,881.2642,0,0,0,12,1,10
1,0,28.33333,2.3,0.03099,59.1475,0,0,0,12,1,0
0,0,32,2.4,0.0002325581,0,0,1,1,11,1,1
1,0,32.16667,2.3,0.2000322,383.3117,0,0,1,63,1,6
1,0,21.91667,5.48,0.1342037,465.195,1,0,1,14,1,4
1,0,36.25,2.52,0.06781389,142.2425,0,0,2,24,1,4
0,4,23.41667,1.56,0.0001200012,0,0,0,0,33,1,1
1,0,49.41667,2.45,0.03879551,88.5925,1,0,0,14,1,6
1,0,26.08333,2.2,0.1700255,0,0,0,0,288,1,5
1,0,29.16667,3.805,0.1680209,361.1617,1,0,0,51,1,7
1,0,52.25,1.8744,0.05726571,85.97833,0,1,0,250,1,3
1,0,29.33333,2.3,0.04575044,76.24416,1,0,0,8,0,12
1,0,25.58333,3.41,0.01516022,58.24583,1,0,1,25,1,11
1,2,36.33333,3.12,0.03396795,88.23333,0,0,1,56,1,3
1,0,30.41667,9.9999,0.0998702,7.083333,1,0,3,120,1,3
1,6,62.91667,2.55,0.004155556,59.78667,0,0,0,20,0,2
1,0,21.58333,4.5,0.1409972,360.995,1,0,2,4,1,11
1,0,30.66667,3.8,0.03251895,102.9767,0,0,0,26,0,1
1,0,47.75,2.6372,0.006635826,148.26,1,0,0,14,1,5
1,1,39.75,2.1,0.09068,158.6067,1,0,1,24,0,22
0,0,53.16667,3.3,0.0004285714,0,0,0,3,48,0,11
0,0,27.41667,3.1475,0.03296432,0,1,0,1,19,0,4
0,0,27.75,2.65,2e-04,0,0,0,0,8,1,0
1,0,35.83333,1.8829,0.1364475,84.275,0,0,0,3,1,17
1,0,37.08333,4.32,0.05915846,256.1867,1,0,1,252,0,0
1,0,19,2.5,0.0767256,621.66,0,0,0,7,1,2
1,0,35.33333,3,0.26509,530.18,0,0,1,6,1,8
1,0,30.83333,3.5,0.062629,250.5208,1,0,0,52,1,2
1,2,42.75,4.56,0.0003125,188.6208,0,0,0,38,0,2
1,0,37.41667,2.5,0.01036232,23.25,0,0,0,30,0,1
1,0,22.5,2.535,0.08238,214.065,1,0,0,60,1,16
1,0,32.66667,3.2388,0.001833333,0,0,0,0,50,1,2
0,2,35.16667,2.15,0.0003125,0,0,0,0,38,0,2
1,0,32.83333,7.5,0.03875531,42.63083,1,0,1,6,1,2
0,0,25.83333,3.9,0.0001428571,0,0,0,0,6,1,3
0,0,27.16667,2.95,0.01112149,0,1,0,0,12,1,11
1,1,35.83333,7.2904,0.0001428571,474.5,0,0,2,43,1,14
1,0,54.66667,7.5,0.04870107,647.2067,1,0,0,300,1,8
1,0,34.58333,3.2604,0.08959676,114.8158,0,0,0,6,1,2
1,0,27.16667,2.5,0.1754246,184.9433,0,0,0,12,1,8
1,0,40.75,3.4,0.1063297,301.0175,1,0,2,38,1,0
1,0,24.66667,2.2,0.04216182,77.04667,1,0,0,12,1,16
1,0,27.83333,5,0.06942033,9.583333,1,0,0,60,1,0
1,0,31.41667,3,0.0452946,156.5725,1,0,4,72,1,25
1,0,32.08333,2,0.00685,10.58333,1,0,0,76,1,1
0,0,20.5,1.54,0.0007751938,114.8158,0,0,0,6,0,1
0,0,28,1.5,8e-04,40.19917,0,0,1,48,1,2
1,0,37.08333,2.19,0.1699286,179.7658,0,0,0,36,1,0
0,1,41.83333,5,2e-04,0,1,0,2,84,1,7
1,0,51.75,2.95,0.2008407,84.9025,0,0,1,180,1,0
1,0,53.5,1.5,0.0743784,0,1,0,2,57,1,6
1,0,26.08333,3.2618,0.00294316,7.083333,0,0,4,24,1,0
1,0,20.5,4.075,0.08383188,22.98667,1,0,0,101,1,0
1,0,27.75,2.2,0.01972267,257.3017,0,0,0,3,1,5
1,2,36.33333,4.32,0.1877141,0,0,0,2,36,1,3
0,0,27.08333,2.4,0.0004615385,0,0,0,0,56,1,1
1,0,20.33333,5,0.0452946,188.7275,1,0,0,10,1,25
1,1,83.5,3.5,0.0004848485,13.33333,1,1,0,12,0,3
1,0,28.5,3.4,0.06905923,59.85417,0,0,0,21,1,2
1,0,25.16667,2.9,0.104841,175.9975,1,0,2,30,1,20
1,0,22.33333,2.8,0.08228679,191.8358,0,0,0,4,1,9
0,5,26.91667,1.9,0.02667368,0,0,0,0,72,1,11
1,0,65.91666,3.06,0.04856136,118.7133,1,0,1,3,1,19
1,0,21.58333,3.12,0.1436397,406.9792,0,0,1,10,1,7
1,0,35,4.44,0.0002702703,101.2008,1,0,2,98,1,3
1,0,25.83333,4.56,2e-04,0,1,0,2,6,1,46
1,0,39.16667,2,0.006652,10.42,0,0,1,24,1,19
1,0,38.08333,4,0.0003550296,29.975,1,0,2,16,1,15
1,1,26.75,3.5,0.1329034,7.166667,0,0,0,5,1,6
1,0,30.83333,2.6,0.04374329,12.08333,1,0,4,51,1,9
1,11,28.08333,3,0.0003428572,79.36083,0,0,0,14,0,27
1,0,24.58333,2.8,0.06297679,105.095,1,0,0,27,1,6
1,0,37.75,5.9,0.2148416,324.6183,0,0,0,28,0,11
1,0,37.41667,5.4,0.0726416,268.7242,0,0,0,204,1,2
1,0,29.5,2.8,0.1067854,146.4417,0,0,0,50,1,0
1,0,22.91667,2.5,0.2395248,498.9267,0,0,0,179,1,0
1,0,25.41667,2.7,0.03101882,144.3842,0,0,0,42,1,25
1,0,21.83333,2.08,0.03113791,203.3667,0,0,0,6,1,1
1,0,22.25,2.8,0.2532993,105.125,1,0,0,6,1,13
1,1,30.33333,1.95,0.03098154,50.17833,1,0,0,30,1,9
1,1,25.66667,3.2,0.1177562,313.4333,1,0,0,72,1,6
1,0,30.66667,3,4e-04,201.5825,0,0,0,2,1,5
1,0,34.83333,4,0.06567625,0,0,1,2,57,0,4
1,4,37.5,2.2,0.07661773,140.2992,0,0,0,9,1,14
1,0,24.83333,2.7,0.1720774,408.0825,0,0,2,18,0,4
0,0,24.41667,2.8,0.0146375,0,0,0,0,60,1,11
1,0,31.25,4.8,0.1011433,365.9058,1,0,2,30,1,13
1,0,23.25,2.5,0.0444384,91.99667,0,0,0,13,1,0
1,0,54.08333,4,0.01336725,80.45084,1,0,1,188,1,13
1,0,25.66667,2.1,0.002619048,327.11,1,0,0,15,1,6
1,1,60.08333,4,0.07213325,240.2775,0,0,2,180,1,9
1,4,25.83333,1.65,0.08686655,209.8442,0,0,0,36,1,5
1,0,34.16667,4.3,0.007026666,88.94667,0,0,1,12,1,2
1,0,33,6.4532,0.1075816,0,1,0,0,60,1,13
1,1,21.91667,3,0.01495,49.25,0,1,3,18,1,13
1,0,36.41667,2.2,0.1932389,281.8067,1,0,0,77,0,0
1,0,32.91667,3,0.068022,0,0,0,0,216,0,5
1,0,22.91667,4.4692,0.009956279,7.083333,0,0,1,36,1,1
0,0,39.66667,7.88,0.0001522843,0,1,1,4,6,1,9
0,2,34.75,2,0.0033,0,0,0,0,12,1,9
1,0,35.83333,2.42,0.05948347,321.2108,1,0,0,56,1,4
1,0,41.08333,2.8,0.03716286,89.37083,1,0,0,22,1,6
1,0,25.25,2.55,0.007960784,94.11833,0,0,0,41,1,0
0,3,53.58333,9.9999,0.0998702,0,1,0,3,120,1,4
1,0,20.75,3.374,0.0006153846,0,1,0,0,10,0,1
1,0,34.83333,1.6,0.00075,762.3784,1,0,0,12,0,0
1,1,36.5,1.68,0.138147,193.3225,1,0,0,44,1,12
1,0,25.33333,2,0.006652,227.6017,0,0,0,67,1,19
1,2,38.58333,1.8,0.1132511,379.8658,0,0,0,120,1,8
1,0,22.41667,2.8,0.2532993,590.9484,1,0,1,6,1,7
0,0,31,7.2904,0.000299222,0,1,0,4,43,1,14
1,0,24.16667,4.58,0.08017754,193.0675,0,0,0,12,1,0
1,0,33.75,2.385,0.1306339,195.4508,1,0,3,12,1,2
0,4,38,1.7095,0.0007019597,0,0,0,0,4,1,13
0,0,53.5,2.2593,8e-04,122.1917,1,0,0,57,0,0
1,0,26.41667,3.5,0.103933,332.2392,0,0,3,12,1,14
1,0,35,2.25,0.01560016,0,1,0,2,72,1,6
1,0,23.75,1.5678,0.0007654037,0,1,0,1,60,1,0
1,0,37.58333,3.1,0.2248926,580.9725,1,0,1,93,1,13
1,0,27.75,2.59,0.03148378,67.53584,0,1,3,96,1,5
0,0,21.66667,2.534,0.0004735596,0,0,0,0,18,1,3
1,0,26.16667,4,0.0012,3.166667,0,0,1,6,1,0
0,5,29,4.5,0.0002666667,0,1,0,2,12,1,14
0,0,33.75,4.9,0.000244898,0,0,0,2,16,1,13
0,0,27.33333,2.8,0.0004285714,0,1,0,1,84,1,2
1,0,39.75,2.42,0.01216667,34.15583,1,0,1,49,1,25
0,0,35.83333,1.7,0.0007058823,0,0,0,1,12,0,6
1,0,23.91667,2.4,0.001,465.195,0,0,0,7,0,4
0,2,28.16667,2.304,0.0004615385,719.5059,0,0,0,76,1,2
0,0,32.66667,1.5,8e-04,0,0,0,0,25,1,0
1,0,25.33333,2.1,0.1966748,344.1808,1,0,0,96,1,7
1,0,63.75,3.24,0.001833333,497.7058,0,0,0,25,1,14
1,0,25,1.8804,0.00297809,0,0,0,4,4,1,5
1,2,20.08333,4.9,0.1919466,277.9892,0,0,2,408,1,3
1,0,41.58333,2.3,0.06984445,87.105,1,0,1,42,1,10
0,0,28.33333,3.3,0.0005555556,0,0,0,0,42,0,17
1,3,44.58333,3.5,0.00048,633.4133,1,0,0,95,1,17
1,2,22.83333,2.25,0.04400998,37.97417,0,0,2,4,1,10
1,0,40.75,4.9875,0.06123966,7.416667,1,0,2,27,1,16
1,0,24.33333,2.4,0.1813192,105.2833,1,0,2,16,1,7
1,0,34,4.38,0.1893335,136.1242,1,1,5,24,1,6
0,5,23.75,2.8,0.0005660377,0,0,0,2,48,1,10
1,0,34.5,2.308,0.1840382,950.8641,0,0,1,60,1,11
1,0,34.08333,3.5,0.06167429,105.9617,1,0,0,24,0,10
0,1,35.16667,2,0.0003125,0,0,0,0,52,0,2
0,1,30.16667,8,0.00015,0,0,0,0,408,1,7
1,1,45,6.7,0.04091464,137.0717,0,0,0,72,1,2
1,0,31.58333,3,0.100191,166.9017,0,0,1,9,1,0
1,0,24.91667,2.9,0.03875531,0.3125,0,0,1,60,1,2
1,0,27.83333,1.99,0.03404134,50.02833,0,0,1,12,1,5
1,0,39.08333,1.92,0.2004224,320.6758,1,0,0,41,1,12
1,1,40.16667,2.45,0.07000694,683.4283,0,0,1,180,1,0
0,2,23.41667,2.16,0.1200515,204.0875,1,0,0,7,0,8
1,0,41.66667,2.2,0.05293967,131.7658,1,0,0,30,1,3
1,0,20.41667,2.2375,0.05063821,12.08333,0,0,0,27,1,1
0,5,23.91667,2.4,0.0003759399,0,0,0,3,12,1,6
1,0,40.16667,1.9,0.03314945,167.8267,1,0,3,151,1,17
1,0,38.58333,5.5,0.1139598,703.4067,1,0,1,8,0,11
1,0,31.25,2.16,0.09362111,210.6475,0,0,0,42,0,7
1,2,26,3,4e-04,1292.003,0,0,0,13,1,4
0,3,36.91667,2.6,0.0002352941,0,1,0,1,63,1,8
0,0,22.66667,4.2,0.00048,0,1,0,1,27,1,2
1,0,47.41667,3.9,0.03811111,113.75,0,0,2,120,1,10
1,0,49.16667,5.2,0.01664154,71.53,0,0,1,5,1,6
1,0,24.75,2,0.0549975,91.4125,0,0,1,24,0,10
1,0,32.66667,5.6,0.0934841,436.2592,0,0,4,25,1,7
1,0,32.58333,2,0.096285,224.5817,0,0,3,5,1,28
0,0,36,2.05,0.0005853659,0,0,0,2,6,0,4
1,0,30.08333,4.467,0.1139494,424.1767,0,1,0,63,1,5
0,0,36.41667,5.2,0.0002307692,0,1,0,2,12,1,0
1,1,22.91667,7,0.109958,641.4216,0,0,2,30,1,4
1,0,61,1.5,0.0509016,335.5625,0,0,1,372,1,2
1,0,48.25,1.5,0.01661133,0,0,0,1,24,0,1
0,0,32,2.6,0.002961538,0,0,0,0,14,1,0
1,0,30.33333,3,0.030976,77.35667,0,0,0,18,1,0
0,0,36.41667,1.89,0.0002307692,0,0,0,2,51,1,12
1,0,39,3.5,0.04514543,131.6742,1,0,0,77,0,9
0,0,21.5,1.78,0.0006741573,0,0,0,0,5,1,0
1,1,47.08333,5.04,0.05146786,523.125,1,0,1,37,1,13
0,4,24.83333,2.8,0.0003333333,0,0,0,0,18,1,7
1,0,24.25,2.8,0.0004285714,358.9725,0,0,3,106,0,11
0,0,33.08333,11,0.0001090909,0,1,1,1,36,1,2
1,0,24.58333,1.5,0.03137474,99.10333,0,0,0,28,1,5
0,0,57.08333,4.8,0.00024,613.6425,1,0,0,138,1,4
1,1,23.33333,2.7,0.1686141,379.2983,0,0,0,3,1,4
1,0,25.33333,2.5,0.00048,501.8025,0,1,1,18,0,18
1,0,30,3.2,0.1495691,0,1,0,2,12,1,0
0,0,30,1.73,0.0006936416,0,1,0,2,12,1,21
1,0,37.66667,2.308,0.2200399,64.56,1,0,1,96,1,5
1,0,43.66667,3,0.02302267,57.30667,1,0,1,28,1,5
1,0,29.83333,2.4,0.09670267,241.4233,1,0,0,96,1,2
1,0,36.91667,4.2,0.0714951,145.7192,0,0,3,8,1,13
1,0,20.08333,2.9,0.0006470588,0.9166667,0,0,1,15,1,0
1,0,32.91667,3.4,0.245766,512.0125,1,0,1,6,1,7
0,0,24.33333,3,0.0002926829,0,0,0,0,72,0,4
1,0,23.16667,2.5,0.07226063,0,1,0,0,6,1,4
1,0,27.25,3.5,0.01710906,45.12417,0,0,0,6,1,0
1,0,19.58333,1.8,0.121795,182.6092,1,0,2,115,1,0
0,0,36.91667,1.85,0.0006486487,297.0317,0,0,1,192,1,9
1,0,22.83333,2.534,0.0004735596,37.97417,0,0,0,14,1,3
1,0,39.25,4.1,0.06364079,180.655,0,1,2,41,1,29
1,0,62,1.638,0.04700183,64.07417,0,0,0,270,0,7
1,0,41.66667,5.5,0.06917133,172.5717,1,0,1,24,1,13
1,0,27.25,3.15,0.06493969,170.4667,1,0,1,38,1,8
1,0,45.66667,3.8,0.04229,122.9292,0,1,2,118,1,4
1,0,21.08333,1.5344,0.1013325,4.583333,1,0,0,14,1,11
0,3,32.33333,5.1,0.101359,0,1,0,0,54,1,10
0,0,26.25,2,0.01111111,0,1,0,2,60,1,16
1,0,25.58333,3.41,0.006522581,257.3017,1,0,1,3,1,6
1,0,30.08333,3.7,0.1221516,376.6342,1,0,1,51,1,16
0,0,25.16667,2.534,0.0004735596,0,0,0,0,12,1,3
0,0,47.75,4.14,8e-04,0,1,0,0,60,1,0
0,4,34.08333,4.8,0.00025,0,1,0,1,42,1,10
1,0,40.66667,5.05,0.05023986,293.0658,1,0,0,128,1,10
1,0,49,3.3,0.04070939,631.9725,1,1,0,252,1,5
0,1,26.5,2.2,6e-04,0,0,0,0,49,0,7
0,0,28.58333,2.06,0.07896433,0,1,0,0,14,0,27
1,0,22.08333,1.536,0.08315605,263.3275,0,0,0,67,0,3
1,3,20.5,2,3e-04,63.55167,1,0,0,28,1,12
1,0,31.33333,3,0.001095238,51.645,1,0,2,168,1,16
1,0,32,2.2,0.3152637,577.9833,0,0,0,143,1,6
1,1,31.83333,4.075,0.007014479,22.98667,1,0,0,540,1,9
1,0,27.75,3,0.1057439,6.145833,1,0,1,18,1,6
1,0,42,5.1,0.0970047,53.30167,1,0,0,41,0,0
1,0,53,2.45,0.01771837,35.675,0,0,0,3,1,11
1,0,33.08333,3.26,0.1235615,205.9358,1,0,1,42,1,6
1,0,54.08333,4,0.1221516,43.97417,1,0,1,12,0,0
1,6,37.41667,7,0.06486379,188.105,1,0,4,120,1,10
1,0,20.83333,7.8,0.00475,7.083333,1,1,0,24,0,18
1,0,24.58333,2.2,0.0005454546,484.4392,0,0,0,6,1,12
1,0,28.66667,3.5,0.0002681564,68.35917,0,0,5,42,1,15
1,0,25.91667,3,0.006725882,8.778334,0,0,0,146,1,17
1,0,23.75,1.5678,0.0007654037,174.925,1,0,0,18,1,11
1,0,27.16667,5.05,0.0005454546,21.33333,1,0,0,9,1,5
0,0,32.75,4.5,0.09626533,0,0,0,2,301,1,11
0,1,29.16667,3.7,0.0004848485,0,1,0,1,12,0,7
1,2,25.25,5.5,0.02479182,113.2958,0,1,0,36,1,3
1,0,35.41667,1.638,0.01200622,33.5075,0,0,0,10,0,1
1,0,63.16667,5.5,0.1334473,93.625,1,0,1,13,1,4
1,1,32.33333,6,0.04493018,205.5133,1,0,4,18,1,4
1,0,28.41667,3.12,0.07231405,69.27333,1,1,2,66,1,5
0,0,36.16667,2.75,0.0004983389,0,0,0,4,3,1,3
1,0,29.83333,2.06,0.0831712,45.87583,1,0,0,150,1,12
1,0,45.91667,4,0.03421425,7.416667,1,0,0,24,1,13
0,0,21.91667,4.9,0.07412688,0,0,0,3,16,1,12
1,0,24.08333,2.6796,0.01050802,15.58333,0,0,0,12,0,4
0,0,22.58333,3.86,0.1196106,0,0,0,0,6,0,2
1,0,28.16667,2.8,0.03501987,224.5817,0,0,1,12,1,1
0,0,31.75,1.8,0.0006666667,0,0,0,2,4,1,0
1,0,34.58333,7,0.00297809,3.75,0,1,0,63,1,5
1,0,36.58333,4.5,0.0004761905,308.925,1,0,0,60,1,16
1,0,24.08333,2.2348,0.04474897,82.92084,1,0,0,133,1,5
0,0,27.08333,1.78,6e-04,0,0,0,0,14,1,4
1,0,30.33333,3.6,0.0003333333,8.333333,0,0,0,108,1,15
1,1,20.58333,2.7,0.118307,266.1908,0,0,0,120,1,22
1,0,30.25,1.6,0.1337421,300.4608,0,0,0,38,1,7
1,0,46.5,5,8e-04,112.9167,1,0,1,7,1,4
1,0,35.5,6.5,0.04983472,94.145,1,0,0,31,1,0
1,0,29.33333,3.2,0.07603735,215.4392,0,0,0,12,0,6
1,0,30.5,1.75,0.02445829,137.8692,0,0,0,25,1,3
1,0,59,3.25,0.008601538,22.4625,1,0,0,365,1,6
1,0,40.33333,3.067,0.1596997,294.58,0,0,2,18,0,12
0,0,35.91667,2.16,0.0005555556,0,1,0,0,62,0,8
1,0,30.25,2.5,0.00331225,0,0,0,2,12,1,9
1,0,38.5,2.07,0.3961604,858.3475,1,0,1,20,1,6
1,0,28.16667,3,0.016231,326.5667,1,0,2,48,0,0
1,0,34.08333,8.1,0.1680209,747.67,1,0,3,51,1,15
0,0,30,4,0.0003428572,0,1,0,5,28,1,0
1,1,25.41667,2,0.3715959,508.2908,0,0,0,12,1,9
0,0,35.83333,3,0.0007920792,0,0,0,1,20,1,2
1,0,26.75,5.77,0.04344189,191.7017,0,0,1,6,1,17
1,0,25.91667,2.75,0.3822785,875.8884,1,0,3,3,1,11
1,0,54.08333,2.52,0.08961231,18.25417,1,0,1,102,0,13
1,0,23.83333,2.2,0.02984697,0,1,0,0,78,1,0
1,0,29,2.5,0.1436397,436.275,0,0,1,36,1,7
1,0,46.91667,3.5,0.03101882,87.63667,0,0,0,4,1,13
0,0,30.83333,4.35,0.000525279,0,0,0,2,28,1,0
1,0,26.66667,2.2,0.05026682,91.98917,0,0,0,42,1,8
1,0,20.5,1.6,0.023269,38.365,0,0,2,3,1,4
1,1,28.91667,4.8,0.1571033,1482.368,1,0,0,3,1,4
1,0,27.66667,2.6,0.07505192,45.87583,1,0,2,28,1,4
1,1,62,4.3,0.04700183,64.07417,1,0,0,270,1,19
1,0,35.5,2.9,0.0004137931,193.2933,0,0,0,102,1,21
1,1,26,2.3779,0.09120428,35.16667,0,0,0,7,0,5
1,0,23.66667,2.3,0.0676087,420.5808,1,0,1,6,1,3
1,0,39.58333,8.1,0.09833618,663.7692,1,0,3,43,1,2
1,0,40.5,3.15,0.0002553191,179.1783,0,0,1,31,1,7
1,0,25.33333,2.1,0.1966748,344.1808,1,0,1,54,1,1
1,0,52.41667,2.4,0.06928459,138.5692,1,0,1,96,1,11
1,0,38.91667,3.5,0.05966339,3.75,1,0,1,66,1,7
1,0,47.16667,7,0.26509,301.2525,1,0,1,24,1,8
1,0,40.33333,2.8,0.096285,224.5817,0,0,2,18,0,1
1,0,22.41667,2.42,0.03733385,9.854167,0,0,0,34,1,13
0,0,45.5,2.8055,0.8245508,0,0,0,2,30,1,9
1,0,22.91667,2.5,0.01679833,498.9267,0,0,0,56,1,1
1,1,26.08333,2.35,0.003666667,8.333333,0,0,0,30,1,4
1,0,27.25,1.8,0.0938035,105.5075,1,0,2,8,0,4
1,0,37.41667,4.16,0.02623077,56.33333,0,0,0,70,1,0
1,0,51.83333,3.6,0.070965,212.4783,0,0,1,125,1,13
1,0,23.66667,2.3,0.007781739,14.33167,0,0,2,132,0,0
1,1,26.58333,3.2,0.07231405,415.8058,0,0,0,14,1,1
1,1,21.91667,3.86,0.04465253,0,1,0,1,18,1,10
1,0,45.58333,3.9,0.01558974,50.08333,1,0,2,179,1,4
0,0,39.91667,3.6,0.0003333333,0,0,0,1,24,0,0
0,0,53,3.235,0.02476569,0,1,1,0,36,1,5
1,2,37.08333,2.8,0.0006486487,396.5,0,0,0,36,1,23
1,0,36.91667,2.2,0.08092181,148.19,1,0,1,8,1,4
0,1,63.41667,2.1375,0.0005614035,0,0,0,0,12,1,0
1,0,23,4.075,0.007014479,45.12417,0,0,1,14,1,9
0,0,25.25,3.3,0.0007142857,0,0,0,2,4,1,23
1,0,28.25,2.51,0.1149625,85.24083,1,0,1,201,1,12
1,0,28.16667,4.375,0.09410384,89.955,0,0,1,84,0,1
1,0,21,2.4663,0.2689328,126.6508,1,0,1,12,1,10
1,0,20.91667,4,0.0146375,140.3467,1,0,0,60,1,4
0,2,35.58333,5.1,0.0002352941,105.325,1,0,1,4,1,1
0,3,32.16667,4,3e-04,0,1,0,0,9,0,5
1,2,28.66667,3,0.02358028,0,0,0,5,74,1,12
1,0,28.66667,2.95,0.09361254,229.7975,0,0,0,26,1,0
1,0,27.16667,4,0.2375431,1088.739,1,0,0,12,1,7
1,0,51.75,5,0.0289768,47.7875,1,0,1,51,1,5
1,0,22.66667,3.2,0.03404134,149.5508,0,0,2,17,1,0
1,0,38.25,3.1,5e-04,344.0067,0,0,3,27,1,17
1,0,29.25,8.94,0.02528568,188.295,0,0,0,51,1,3
1,0,50.33333,1.75,0.02445829,245.3517,1,0,2,12,1,5
0,5,32.08333,2.4,0.1426413,0,1,0,2,96,1,7
1,0,30.58333,4,0.006686838,66.7325,0,1,2,19,1,12
1,0,27.83333,6.5,0.2897866,160.875,1,0,4,24,1,18
1,0,39.58333,4.81,0.01105884,0,1,0,0,8,1,9
1,5,23.91667,3,0.0003759399,55.76083,1,0,1,132,1,22
0,0,28.16667,2.7,4e-04,0,1,0,2,28,1,1
1,0,26.08333,3.074,0.01299352,58.05416,1,0,0,108,1,17
1,0,40.16667,1.9,0.1059958,213.1292,1,0,3,30,1,5
1,0,26.66667,7,0.03792664,59.11917,0,0,3,42,1,0
1,0,30.75,5.6,0.03980107,185.7383,1,0,0,1,0,11
1,0,28.91667,4,0.0007941761,0,0,0,1,44,1,15
0,0,27.58333,2.6,0.03666654,0,0,0,0,168,1,5
1,0,28.91667,2.1,0.000375,15.58333,0,0,0,25,1,4
1,0,37.41667,2.28,0.0298332,27.78,1,0,2,120,1,4
1,0,44.58333,3.5,2e-04,34.53167,1,0,1,84,1,13
1,0,26.5,2.4,0.04865566,121.5558,0,1,0,5,0,10
1,0,32.08333,2.16,0.0005555556,14,0,0,0,2,0,0
1,0,46.16667,3,0.05293967,131.7658,1,0,0,166,0,7
1,0,29.83333,2.1,0.09068,145.7192,1,0,1,24,1,8
1,0,49.83333,3,0.06853744,154.74,0,0,1,42,1,1
1,0,46.75,2.8,0.3822785,875.8884,1,0,1,3,1,2
1,0,24.25,3.75,0.09367893,0,0,0,4,1,1,11
1,0,20,2.79,0.02268351,0,1,0,3,120,0,5
0,0,43.5,2.64,0.0004545455,0,0,0,0,24,1,0
1,0,28.25,2.3,0.03489609,66.30083,1,0,1,24,0,14
1,0,51.91667,6.8,0.01023621,58.50583,0,0,0,38,1,18
0,4,25.41667,4,2e-04,0,0,0,4,18,1,32
1,0,33.75,2,0.1306339,195.4508,1,0,3,38,0,8
1,0,30.08333,1.97,0.1804298,292.9483,0,0,1,24,1,10
1,0,25.41667,3,0.01046967,25.5075,0,0,2,3,1,5
1,0,26.08333,2.75,0.1835625,420.5808,0,0,1,6,1,11
1,0,31.25,9.2,0.0743784,309.91,1,0,5,81,1,7
1,0,33.66667,2.1,0.09530056,142.9508,0,0,0,24,0,0
1,0,27.91667,4,0.0831712,123.2225,1,0,2,12,1,0
1,0,23,3,0.03514566,79.17583,1,1,0,180,1,6
1,0,36.83333,3.3,0.1568097,383.5667,0,0,0,12,1,0
1,0,45.41667,2.04,0.0005106383,0,0,0,0,36,1,5
0,2,53,1.62,0.0007407407,0,0,0,0,74,1,7
1,0,30.66667,3.9,0.04137513,134.3858,1,0,1,12,1,9
1,0,40,2.3115,0.02862341,54.96917,0,0,1,158,1,2
0,0,49.16667,1.7,0.0007058823,0,1,0,1,14,1,6
1,0,34.66667,2,0.0723855,120.5592,1,0,3,24,1,4
1,0,23.83333,2,0.0801425,320.4867,0,1,0,24,1,2
